step,h1-h30_score,h1-h30_kappa_f,h1-h30_r_f,h1-h30_phi_f,h1-h30_age,h1-h30_status,h1-h31_score,h1-h31_kappa_f,h1-h31_r_f,h1-h31_phi_f,h1-h31_age,h1-h31_status,h1-h32_score,h1-h32_kappa_f,h1-h32_r_f,h1-h32_phi_f,h1-h32_age,h1-h32_status,h1-h33_score,h1-h33_kappa_f,h1-h33_r_f,h1-h33_phi_f,h1-h33_age,h1-h33_status,h1-h34_score,h1-h34_kappa_f,h1-h34_r_f,h1-h34_phi_f,h1-h34_age,h1-h34_status,h1-h35_score,h1-h35_kappa_f,h1-h35_r_f,h1-h35_phi_f,h1-h35_age,h1-h35_status,h1-h36_score,h1-h36_kappa_f,h1-h36_r_f,h1-h36_phi_f,h1-h36_age,h1-h36_status,h1-h37_score,h1-h37_kappa_f,h1-h37_r_f,h1-h37_phi_f,h1-h37_age,h1-h37_status,h1-h38_score,h1-h38_kappa_f,h1-h38_r_f,h1-h38_phi_f,h1-h38_age,h1-h38_status,h1-h39_score,h1-h39_kappa_f,h1-h39_r_f,h1-h39_phi_f,h1-h39_age,h1-h39_status
288,2.5175,0.705,0.3061,1.0,2,SELECTED,2.0865,0.39,0.0297,1.0,10,BLOCKED,2.1832,0.57,0.0242,1.0,10,BLOCKED,2.5268,0.75,0.3075,1.0,1,SELECTED,1.4761,0.66,0.0283,1.0,0,BLOCKED,2.4749,0.795,0.306,1.0,1,SELECTED,1.4569,0.435,0.0283,1.0,0,BLOCKED,2.0986,0.525,0.0297,1.0,10,BLOCKED,2.1675,0.615,0.0838,1.0,6,BLOCKED,2.0886,0.48,0.0255,1.0,10,BLOCKED
294,2.5956,0.705,0.3135,1.0,3,SELECTED,2.0915,0.39,0.0339,1.0,10,BLOCKED,2.2044,0.57,0.0366,1.0,10,BLOCKED,2.4464,0.75,0.3117,1.0,1,SELECTED,1.4925,0.66,0.0366,1.0,0,BLOCKED,2.5848,0.795,0.3144,1.0,1,SELECTED,1.4678,0.435,0.0366,1.0,0,BLOCKED,2.1067,0.525,0.0348,1.0,10,BLOCKED,2.193,0.615,0.0904,1.0,7,BLOCKED,2.1045,0.48,0.0366,1.0,10,BLOCKED
300,2.3879,0.705,0.304,1.0,1,SELECTED,2.084,0.39,0.0275,1.0,10,BLOCKED,2.1888,0.57,0.0275,1.0,10,BLOCKED,2.5568,0.75,0.3053,1.0,2,SELECTED,1.4719,0.66,0.0262,1.0,0,BLOCKED,2.5569,0.795,0.3027,1.0,1,SELECTED,1.4542,0.435,0.0262,1.0,0,BLOCKED,2.091,0.525,0.0249,1.0,10,BLOCKED,2.1898,0.615,0.083,1.0,8,BLOCKED,2.0895,0.48,0.0262,1.0,10,BLOCKED
306,2.4113,0.705,0.315,1.0,1,SELECTED,2.096,0.39,0.0378,1.0,10,BLOCKED,2.2031,0.57,0.0358,1.0,10,BLOCKED,2.5438,0.75,0.315,1.0,1,SELECTED,1.4938,0.66,0.0373,1.0,0,BLOCKED,2.4964,0.795,0.3151,1.0,1,SELECTED,1.4687,0.435,0.0373,1.0,0,BLOCKED,2.1113,0.525,0.0378,1.0,10,BLOCKED,2.2163,0.615,0.0928,1.0,9,BLOCKED,2.1041,0.48,0.0363,1.0,10,BLOCKED
312,2.4843,0.705,0.307,1.0,1,SELECTED,2.0849,0.39,0.0283,1.0,10,BLOCKED,2.1918,0.57,0.0292,1.0,10,BLOCKED,2.4351,0.75,0.3067,1.0,1,SELECTED,1.4779,0.66,0.0292,1.0,0,BLOCKED,2.4757,0.795,0.3064,1.0,1,SELECTED,1.4581,0.435,0.0292,1.0,0,BLOCKED,2.0969,0.525,0.0286,1.0,10,BLOCKED,2.1046,0.615,0.0286,1.0,10,BLOCKED,2.0939,0.48,0.0292,1.0,10,BLOCKED
318,1.2261,0.705,0.2984,0.5,1,BLOCKED,0.9251,0.39,0.0199,0.5,10,BLOCKED,1.0037,0.57,0.007,0.5,10,BLOCKED,2.4464,0.75,0.3117,1.0,1,SELECTED,0.2852,0.66,0.0076,0.5,0,BLOCKED,2.5713,0.795,0.3087,1.0,1,SELECTED,0.28,0.435,0.0076,0.5,0,BLOCKED,2.1053,0.525,0.034,1.0,10,BLOCKED,2.1145,0.615,0.034,1.0,10,SELECTED,2.0964,0.48,0.0309,1.0,10,BLOCKED
324,2.3874,0.705,0.2446,1.0,2,SELECTED,2.0809,0.39,0.0248,1.0,10,BLOCKED,2.1843,0.57,0.0248,1.0,10,BLOCKED,2.4259,0.75,0.3026,1.0,1,SELECTED,1.4653,0.66,0.0229,1.0,0,BLOCKED,2.6996,0.795,0.3101,1.0,2,SELECTED,1.4498,0.435,0.0229,1.0,0,BLOCKED,2.0997,0.525,0.0304,1.0,10,BLOCKED,1.9071,0.615,0.0879,1.0,1,BLOCKED,2.0984,0.48,0.0323,1.0,10,BLOCKED
330,2.3102,0.705,0.2672,1.0,1,SELECTED,2.1045,0.39,0.045,1.0,10,BLOCKED,2.2074,0.57,0.0384,1.0,10,BLOCKED,2.4571,0.75,0.3165,1.0,1,SELECTED,1.4967,0.66,0.0387,1.0,0,BLOCKED,2.5139,0.795,0.3224,1.0,1,SELECTED,1.4705,0.435,0.0387,1.0,0,BLOCKED,2.1227,0.525,0.045,1.0,10,BLOCKED,2.0548,0.615,0.1002,1.0,2,BLOCKED,2.1161,0.48,0.0446,1.0,10,BLOCKED
336,2.363,0.705,0.2496,1.0,1,SELECTED,2.0839,0.39,0.0274,1.0,10,BLOCKED,2.1891,0.57,0.0276,1.0,10,BLOCKED,2.5222,0.75,0.3054,1.0,1,SELECTED,1.4747,0.66,0.0276,1.0,0,BLOCKED,2.4729,0.795,0.3052,1.0,1,SELECTED,1.4561,0.435,0.0276,1.0,0,BLOCKED,2.1011,0.525,0.0313,1.0,10,BLOCKED,2.086,0.615,0.0832,1.0,3,BLOCKED,2.0916,0.48,0.0276,1.0,10,BLOCKED
342,2.2715,0.705,0.2489,1.0,1,SELECTED,2.0831,0.39,0.0267,1.0,10,BLOCKED,2.1875,0.57,0.0267,1.0,10,BLOCKED,2.4202,0.75,0.3001,1.0,1,SELECTED,1.4589,0.66,0.0197,1.0,0,BLOCKED,2.5612,0.795,0.3045,1.0,1,SELECTED,1.4457,0.435,0.0197,1.0,0,BLOCKED,2.087,0.525,0.0223,1.0,10,BLOCKED,2.1193,0.615,0.0809,1.0,4,BLOCKED,2.0884,0.48,0.0254,1.0,10,BLOCKED
348,2.3016,0.705,0.2631,1.0,1,SELECTED,2.1022,0.39,0.0431,1.0,10,BLOCKED,2.2116,0.57,0.0408,1.0,10,BLOCKED,2.5919,0.75,0.3209,1.0,2,SELECTED,1.501,0.66,0.0409,1.0,0,BLOCKED,2.5048,0.795,0.3186,1.0,1,SELECTED,1.4734,0.435,0.0409,1.0,0,BLOCKED,2.1197,0.525,0.0431,1.0,10,BLOCKED,2.1728,0.615,0.0964,1.0,5,BLOCKED,2.1106,0.48,0.0408,1.0,10,BLOCKED
354,2.3916,0.705,0.3057,1.0,1,SELECTED,2.0862,0.39,0.0294,1.0,10,BLOCKED,2.1895,0.57,0.0279,1.0,10,BLOCKED,2.6236,0.75,0.3072,1.0,3,SELECTED,1.5252,0.66,0.0532,1.0,0,BLOCKED,2.5771,0.795,0.3111,1.0,1,SELECTED,1.4894,0.435,0.0532,1.0,0,BLOCKED,2.1355,0.525,0.0532,1.0,10,BLOCKED,2.1769,0.615,0.0889,1.0,6,BLOCKED,2.0999,0.48,0.0334,1.0,10,BLOCKED
360,2.5108,0.72,0.3129,1.0,1,SELECTED,2.0918,0.39,0.0342,1.0,10,BLOCKED,2.2019,0.585,0.0343,1.0,10,BLOCKED,2.4536,0.66,0.3124,1.0,1,SELECTED,1.48,0.48,0.0417,1.0,0,BLOCKED,2.4058,0.705,0.3124,1.0,1,SELECTED,1.4744,0.435,0.0417,1.0,0,BLOCKED,2.1174,0.525,0.0417,1.0,10,BLOCKED,2.1764,0.555,0.0902,1.0,7,BLOCKED,2.1033,0.495,0.0346,1.0,10,BLOCKED
366,2.3967,0.72,0.3017,1.0,1,SELECTED,0.9296,0.39,0.0238,0.5,10,BLOCKED,0.9989,0.585,0.004,0.5,10,BLOCKED,1.1921,0.66,0.3015,0.5,1,BLOCKED,0.2746,0.48,0.0032,0.5,0,BLOCKED,2.3937,0.705,0.3067,1.0,1,SELECTED,0.2742,0.435,0.0032,0.5,0,BLOCKED,2.0974,0.525,0.0289,1.0,10,BLOCKED,2.1704,0.555,0.0803,1.0,8,SELECTED,2.0886,0.495,0.0248,1.0,10,BLOCKED
372,1.2675,0.72,0.3114,0.5,1,SELECTED,0.9317,0.39,0.0255,0.5,10,BLOCKED,1.0366,0.585,0.0255,0.5,10,BLOCKED,1.2106,0.66,0.2477,0.5,2,SELECTED,0.3121,0.48,0.0292,0.5,0,BLOCKED,1.2535,0.705,0.3114,0.5,1,SELECTED,0.3081,0.435,0.0292,0.5,0,BLOCKED,0.9547,0.525,0.0336,0.5,10,BLOCKED,0.7361,0.555,0.0848,0.5,1,BLOCKED,0.9564,0.495,0.0368,0.5,10,BLOCKED
378,2.5627,0.72,0.3207,1.0,2,SELECTED,2.102,0.39,0.0429,1.0,10,BLOCKED,2.2057,0.585,0.0364,1.0,10,BLOCKED,2.2689,0.66,0.2646,1.0,1,SELECTED,1.4724,0.48,0.0364,1.0,0,BLOCKED,2.4996,0.705,0.3142,1.0,1,SELECTED,1.4675,0.435,0.0364,1.0,0,BLOCKED,2.1194,0.525,0.0429,1.0,10,BLOCKED,2.0232,0.555,0.092,1.0,2,BLOCKED,2.1147,0.495,0.0424,1.0,10,BLOCKED
384,2.4073,0.72,0.3066,1.0,1,SELECTED,2.0856,0.39,0.0288,1.0,10,BLOCKED,2.1925,0.585,0.0289,1.0,10,BLOCKED,2.3321,0.66,0.2511,1.0,1,SELECTED,1.4642,0.48,0.0307,1.0,0,BLOCKED,2.3974,0.705,0.3085,1.0,1,SELECTED,1.4601,0.435,0.0307,1.0,0,BLOCKED,2.1035,0.525,0.0328,1.0,10,BLOCKED,2.0761,0.555,0.0862,1.0,3,BLOCKED,2.0947,0.495,0.0289,1.0,10,BLOCKED
390,2.4856,0.72,0.3012,1.0,1,SELECTED,2.0787,0.39,0.023,1.0,10,BLOCKED,2.1822,0.585,0.023,1.0,10,BLOCKED,2.2314,0.66,0.2457,1.0,1,SELECTED,1.4515,0.48,0.0219,1.0,0,BLOCKED,2.4721,0.705,0.3012,1.0,1,SELECTED,1.4486,0.435,0.0219,1.0,0,BLOCKED,2.0887,0.525,0.0234,1.0,10,BLOCKED,2.0989,0.555,0.0775,1.0,4,BLOCKED,2.0918,0.495,0.027,1.0,10,BLOCKED
396,2.5217,0.72,0.3179,1.0,1,SELECTED,2.1014,0.39,0.0424,1.0,10,BLOCKED,2.2122,0.585,0.0401,1.0,10,BLOCKED,2.3589,0.66,0.2646,1.0,1,SELECTED,1.4778,0.48,0.0401,1.0,0,BLOCKED,2.4221,0.705,0.3201,1.0,1,SELECTED,1.4724,0.435,0.0401,1.0,0,BLOCKED,2.1185,0.525,0.0424,1.0,10,BLOCKED,2.1543,0.555,0.0957,1.0,5,BLOCKED,2.1145,0.495,0.0422,1.0,10,BLOCKED
402,2.4923,0.72,0.3043,1.0,1,SELECTED,2.0828,0.39,0.0265,1.0,10,BLOCKED,2.1883,0.585,0.0265,1.0,10,BLOCKED,2.3475,0.66,0.3043,1.0,1,SELECTED,1.4591,0.48,0.0272,1.0,0,BLOCKED,2.3886,0.705,0.3043,1.0,1,SELECTED,1.4554,0.435,0.0272,1.0,0,BLOCKED,2.0958,0.525,0.0279,1.0,10,BLOCKED,2.1506,0.555,0.0827,1.0,6,BLOCKED,2.0912,0.495,0.0265,1.0,10,BLOCKED
408,2.6007,0.72,0.2966,1.0,2,SELECTED,2.0777,0.39,0.0221,1.0,10,BLOCKED,2.1806,0.585,0.0221,1.0,10,BLOCKED,2.3343,0.66,0.2976,1.0,1,SELECTED,1.4478,0.48,0.0193,1.0,0,BLOCKED,2.4634,0.705,0.2971,1.0,1,SELECTED,1.4452,0.435,0.0193,1.0,0,BLOCKED,2.0831,0.525,0.0199,1.0,10,BLOCKED,2.1509,0.555,0.0749,1.0,7,BLOCKED,2.0867,0.495,0.0235,1.0,10,BLOCKED
414,2.3789,0.72,0.2935,1.0,1,SELECTED,2.0702,0.39,0.0157,1.0,10,BLOCKED,2.1694,0.585,0.0157,1.0,10,BLOCKED,2.4161,0.66,0.2935,1.0,1,SELECTED,1.4397,0.48,0.0137,1.0,0,BLOCKED,2.3678,0.705,0.2945,1.0,1,SELECTED,1.4379,0.435,0.0137,1.0,0,BLOCKED,2.074,0.525,0.0141,1.0,10,BLOCKED,2.1519,0.555,0.0692,1.0,8,BLOCKED,2.0766,0.495,0.0167,1.0,10,BLOCKED
420,2.4434,0.72,0.3234,1.0,1,SELECTED,2.1058,0.39,0.0461,1.0,10,BLOCKED,2.2218,0.585,0.0456,1.0,10,BLOCKED,2.3852,0.66,0.3234,1.0,1,SELECTED,1.4856,0.48,0.0456,1.0,0,BLOCKED,2.5539,0.705,0.3234,1.0,2,SELECTED,1.4795,0.435,0.0456,1.0,0,BLOCKED,2.1245,0.525,0.0461,1.0,10,BLOCKED,2.2134,0.555,0.1011,1.0,9,BLOCKED,2.1202,0.495,0.0461,1.0,10,BLOCKED
426,2.4856,0.72,0.3012,1.0,1,SELECTED,2.0789,0.39,0.0231,1.0,10,BLOCKED,2.1824,0.585,0.0231,1.0,10,BLOCKED,2.4314,0.66,0.3012,1.0,1,SELECTED,1.4535,0.48,0.0233,1.0,0,BLOCKED,2.3814,0.705,0.3009,1.0,1,SELECTED,1.4504,0.435,0.0233,1.0,0,BLOCKED,2.0887,0.525,0.0234,1.0,10,BLOCKED,2.0905,0.555,0.0233,1.0,10,BLOCKED,2.0861,0.495,0.0231,1.0,10,BLOCKED
432,2.3804,0.72,0.2942,1.0,1,SELECTED,2.0748,0.39,0.0196,1.0,10,BLOCKED,2.1763,0.585,0.0196,1.0,10,BLOCKED,2.3339,0.66,0.2974,1.0,1,SELECTED,1.4438,0.48,0.0165,1.0,0,BLOCKED,2.3747,0.705,0.2977,1.0,1,SELECTED,1.4416,0.435,0.0165,1.0,0,BLOCKED,2.078,0.525,0.0166,1.0,10,BLOCKED,2.0793,0.555,0.0165,1.0,10,BLOCKED,2.0815,0.495,0.02,1.0,10,BLOCKED
438,2.4385,0.72,0.3211,1.0,1,SELECTED,2.1027,0.39,0.0435,1.0,10,BLOCKED,2.2178,0.585,0.0433,1.0,10,BLOCKED,2.471,0.66,0.3212,1.0,1,SELECTED,1.4823,0.48,0.0433,1.0,0,BLOCKED,2.4244,0.705,0.3212,1.0,1,SELECTED,1.4765,0.435,0.0433,1.0,0,BLOCKED,2.1203,0.525,0.0435,1.0,10,BLOCKED,2.1239,0.555,0.0433,1.0,10,BLOCKED,2.1163,0.495,0.0434,1.0,10,BLOCKED
444,2.398,0.72,0.3023,1.0,1,SELECTED,2.0805,0.39,0.0245,1.0,10,BLOCKED,2.1849,0.585,0.0245,1.0,10,BLOCKED,2.4338,0.66,0.3024,1.0,1,SELECTED,1.4554,0.48,0.0246,1.0,0,BLOCKED,2.4747,0.705,0.3024,1.0,1,SELECTED,1.4521,0.435,0.0246,1.0,0,BLOCKED,2.0907,0.525,0.0247,1.0,10,BLOCKED,2.0928,0.555,0.0246,1.0,10,BLOCKED,2.0883,0.495,0.0245,1.0,10,BLOCKED
450,2.3828,0.72,0.2953,1.0,1,SELECTED,2.0764,0.39,0.021,1.0,10,BLOCKED,2.1786,0.585,0.021,1.0,10,BLOCKED,2.3365,0.66,0.2987,1.0,1,SELECTED,1.4452,0.48,0.0175,1.0,0,BLOCKED,2.5846,0.705,0.2953,1.0,2,SELECTED,1.4428,0.435,0.0175,1.0,0,BLOCKED,2.0794,0.525,0.0175,1.0,10,BLOCKED,2.0809,0.555,0.0175,1.0,10,BLOCKED,2.0831,0.495,0.0211,1.0,10,BLOCKED
456,2.5269,0.72,0.3203,1.0,1,SELECTED,2.1016,0.39,0.0425,1.0,10,BLOCKED,2.2164,0.585,0.0425,1.0,10,BLOCKED,2.4692,0.66,0.3203,1.0,1,SELECTED,1.4812,0.48,0.0425,1.0,0,BLOCKED,2.4225,0.705,0.3203,1.0,1,SELECTED,1.4754,0.435,0.0425,1.0,0,BLOCKED,2.1188,0.525,0.0425,1.0,10,BLOCKED,2.1226,0.555,0.0425,1.0,10,BLOCKED,2.115,0.495,0.0425,1.0,10,BLOCKED
462,2.5581,0.72,0.3348,1.0,1,SELECTED,2.1185,0.39,0.057,1.0,10,BLOCKED,2.2684,0.585,0.0721,1.0,10,BLOCKED,2.6229,0.66,0.3348,1.0,2,SELECTED,1.5238,0.48,0.0721,1.0,0,BLOCKED,2.5431,0.705,0.3348,1.0,1,SELECTED,1.5141,0.435,0.0721,1.0,0,BLOCKED,2.1415,0.525,0.057,1.0,10,BLOCKED,2.1467,0.555,0.057,1.0,10,BLOCKED,2.1589,0.495,0.0721,1.0,10,BLOCKED
468,2.4261,0.72,0.3153,1.0,1,SELECTED,2.0958,0.39,0.0376,1.0,10,BLOCKED,2.2077,0.585,0.0376,1.0,10,BLOCKED,2.638,0.66,0.3109,1.0,3,SELECTED,1.4741,0.48,0.0376,1.0,0,BLOCKED,2.4119,0.705,0.3153,1.0,1,SELECTED,1.469,0.435,0.0376,1.0,0,BLOCKED,2.1179,0.525,0.0419,1.0,10,BLOCKED,2.1216,0.555,0.0419,1.0,10,BLOCKED,2.1076,0.495,0.0376,1.0,10,BLOCKED
474,2.5623,0.72,0.3205,1.0,2,SELECTED,2.0834,0.39,0.027,1.0,10,BLOCKED,2.2101,0.585,0.0389,1.0,10,BLOCKED,2.462,0.66,0.3167,1.0,1,SELECTED,1.476,0.48,0.0389,1.0,0,BLOCKED,2.3897,0.705,0.3048,1.0,1,SELECTED,1.4708,0.435,0.0389,1.0,0,BLOCKED,2.0944,0.525,0.027,1.0,10,BLOCKED,2.0946,0.555,0.0257,1.0,10,BLOCKED,2.1153,0.495,0.0427,1.0,10,BLOCKED
480,2.4207,0.72,0.3128,1.0,1,SELECTED,2.0928,0.39,0.035,1.0,10,BLOCKED,2.2033,0.585,0.035,1.0,10,BLOCKED,2.3643,0.66,0.3128,1.0,1,SELECTED,1.4396,0.48,0.0136,1.0,0,BLOCKED,2.5345,0.705,0.3142,1.0,2,SELECTED,1.4377,0.435,0.0136,1.0,0,BLOCKED,2.1092,0.525,0.0364,1.0,10,BLOCKED,2.1125,0.555,0.0364,1.0,10,BLOCKED,2.1038,0.495,0.035,1.0,10,BLOCKED
486,2.4813,0.72,0.3409,1.0,1,SELECTED,2.1227,0.39,0.0605,1.0,10,BLOCKED,2.2216,0.585,0.0454,1.0,10,BLOCKED,2.4149,0.66,0.3383,1.0,1,SELECTED,1.5091,0.48,0.0619,1.0,0,BLOCKED,2.5534,0.705,0.3397,1.0,1,SELECTED,1.5008,0.435,0.0619,1.0,0,BLOCKED,2.1493,0.525,0.0619,1.0,10,BLOCKED,2.1549,0.555,0.0619,1.0,10,BLOCKED,2.1456,0.495,0.0631,1.0,10,BLOCKED
492,2.4547,0.72,0.3286,1.0,1,SELECTED,2.1107,0.39,0.0503,1.0,10,BLOCKED,2.2301,0.585,0.0503,1.0,10,BLOCKED,2.4846,0.66,0.3281,1.0,1,SELECTED,1.4463,0.48,0.0183,1.0,0,BLOCKED,2.6549,0.705,0.3286,1.0,2,SELECTED,1.4438,0.435,0.0183,1.0,0,BLOCKED,2.1318,0.525,0.0508,1.0,10,BLOCKED,2.1169,0.555,0.0391,1.0,10,BLOCKED,2.1265,0.495,0.0503,1.0,10,BLOCKED
498,2.4695,0.72,0.3354,1.0,1,SELECTED,2.1146,0.39,0.0537,1.0,10,BLOCKED,2.1926,0.585,0.029,1.0,10,BLOCKED,2.4013,0.66,0.3315,1.0,1,SELECTED,0.314,0.48,0.0306,0.5,0,BLOCKED,2.7319,0.705,0.3354,1.0,3,SELECTED,0.3099,0.435,0.0306,0.5,0,BLOCKED,2.1364,0.525,0.0537,1.0,10,BLOCKED,2.1478,0.555,0.0576,1.0,10,BLOCKED,2.1158,0.495,0.0431,1.0,10,BLOCKED
504,2.4843,0.72,0.3423,1.0,1,SELECTED,2.1178,0.39,0.0564,1.0,10,BLOCKED,2.2168,0.585,0.0427,1.0,10,BLOCKED,2.5316,0.66,0.3341,1.0,2,SELECTED,1.5129,0.48,0.0645,1.0,0,BLOCKED,2.4689,0.705,0.3423,1.0,1,SELECTED,1.5042,0.435,0.0645,1.0,0,BLOCKED,2.1534,0.525,0.0645,1.0,10,BLOCKED,2.1592,0.555,0.0645,1.0,10,BLOCKED,2.1538,0.495,0.0687,1.0,10,BLOCKED
510,2.4391,0.72,0.3213,1.0,1,SELECTED,2.1028,0.39,0.0435,1.0,10,BLOCKED,2.2143,0.585,0.0413,1.0,10,BLOCKED,2.4714,0.66,0.3214,1.0,1,SELECTED,1.4795,0.48,0.0413,1.0,0,BLOCKED,2.5146,0.705,0.3213,1.0,1,SELECTED,1.4739,0.435,0.0413,1.0,0,BLOCKED,2.1219,0.525,0.0445,1.0,10,BLOCKED,2.1259,0.555,0.0445,1.0,10,BLOCKED,2.1132,0.495,0.0413,1.0,10,BLOCKED
